id;cs.AI;cs.AR;cs.CC;cs.CG;cs.CL;cs.CR;cs.CV;cs.DB;cs.DC;cs.DL;cs.DM;cs.FL;cs.GR;cs.GT;cs.HC;cs.IR;cs.IT;cs.LG;cs.LO;cs.MA;cs.MM;cs.MS;cs.NA;cs.NI;cs.OS;cs.PL;cs.RO;cs.SC;cs.SD;cs.SE;cs.SY
cs.LO;0.385322;0.44018626;0.45865604;0.5124574;0.4792542;0.38363382;0.5405438;0.31154737;0.44800642;0.34274235;0.5820393;0.5017828;0.39758807;0.832222;0.5987079;0.2505001;0.49689555;0.42993107;1.0;0.3538843;0.24692485;0.5958187;0.41103554;0.41340044;0.3020401;0.30276772;0.4671561;0.37311563;0.25524065;0.49183378;0.33457753
cs.MA;0.22222304;0.48007947;0.31577852;0.30329704;0.22696583;0.32122734;0.306507;0.4802449;0.3637057;0.34069464;0.23868185;0.30875838;0.23134455;0.31793997;0.2866829;0.3002842;0.25801146;0.33002552;0.3538843;0.99999964;0.14979254;0.3525239;0.20414184;0.30929285;0.7820094;0.25866595;0.3170039;0.18583211;0.1942098;0.5050227;0.7625508
cs.MM;0.04211535;0.33172163;0.25236198;0.23490338;0.22908428;0.12881026;0.17736827;0.13317208;0.33274582;0.42516464;0.24710873;0.21901867;0.5197579;0.22048105;0.27762625;0.2291659;0.122001916;0.18169253;0.24692485;0.14979254;1.0000004;0.26221415;0.106449515;0.48105678;0.17616248;0.35217568;0.22331902;0.16917047;0.2011384;0.2805842;0.15272251
cs.MS;0.2853992;0.47599357;0.58178127;0.6250619;0.49575156;0.3932223;0.38625598;0.39791244;0.44778922;0.3243064;0.5787514;0.50836235;0.36447382;0.58611387;0.46786213;0.3030873;0.39928928;0.37731197;0.5958187;0.3525239;0.26221415;1.0000001;0.5057564;0.35648835;0.31756303;0.3351735;0.3909821;0.41123062;0.20491785;0.65953887;0.28373605
cs.NA;0.3548546;0.16291904;0.3919378;0.41454962;0.42956588;0.16256991;0.32672116;0.34325808;0.2920587;0.11662535;0.42885658;0.30519465;0.23008554;0.33873054;0.29411164;0.32157338;0.3684053;0.17431062;0.41103554;0.20414184;0.106449515;0.5057564;1.0000005;0.15228531;0.20950946;0.17534766;0.120316654;0.4057179;0.15128137;0.27999663;0.2479075
cs.NI;0.17788526;0.6451984;0.34896046;0.31053367;0.29343718;0.4521806;0.36625293;0.2948162;0.4475026;0.42874047;0.33305678;0.32995075;0.33523387;0.38253275;0.38157636;0.28798914;0.30585745;0.27470282;0.41340044;0.30929285;0.48105678;0.35648835;0.15228531;0.9999999;0.29224366;0.33962336;0.29908803;0.21759623;0.13591622;0.48138952;0.25108626
cs.OS;0.23613085;0.4657658;0.2959904;0.2652972;0.24282278;0.28817204;0.28719166;0.33802482;0.3825475;0.27204677;0.2478679;0.21823558;0.2245705;0.24248528;0.27975693;0.2471503;0.18201753;0.28667277;0.3020401;0.7820094;0.17616248;0.31756303;0.20950946;0.29224366;1.0000005;0.26117656;0.24515477;0.19483787;0.19316494;0.47360605;0.66976637
cs.PL;0.12782775;0.33320487;0.26084307;0.2622341;0.5061445;0.18655895;0.23393935;0.30363634;0.25659406;0.43462825;0.36196104;0.57576793;0.30315655;0.2864417;0.26077494;0.12793244;0.13802908;0.25534454;0.30276772;0.25866595;0.35217568;0.3351735;0.17534766;0.33962336;0.26117656;1.0000002;0.17637965;0.15393654;0.16674602;0.3236425;0.19530886
cs.RO;0.19320129;0.30248615;0.32817614;0.4019078;0.1930177;0.22004244;0.27212876;0.13039622;0.30224824;0.21479726;0.3287468;0.29000914;0.23722619;0.43919876;0.33771768;0.1730657;0.1682564;0.33032328;0.4671561;0.3170039;0.22331902;0.3909821;0.120316654;0.29908803;0.24515477;0.17637965;1.0000001;0.1651665;0.10431502;0.47913346;0.2585843
cs.SC;0.25875366;0.29798877;0.40916044;0.43108818;0.68974936;0.2715861;0.27718157;0.1569695;0.4368071;0.19230363;0.4608842;0.34611923;0.22796518;0.30747172;0.28472343;0.24114174;0.24972288;0.19343518;0.37311563;0.18583211;0.16917047;0.41123062;0.4057179;0.21759623;0.19483787;0.15393654;0.1651665;1.0000002;0.06221608;0.21959293;0.18345402
cs.SD;0.13147144;0.17686966;0.1275549;0.13798401;0.14682658;0.11267182;0.26431537;0.0127967745;0.04578083;0.15487222;0.20709668;0.2397209;0.31312037;0.24957126;0.16927607;0.08420048;0.15857136;0.20975822;0.25524065;0.1942098;0.2011384;0.20491785;0.15128137;0.13591622;0.19316494;0.16674602;0.10431502;0.06221608;1.0000001;0.14775768;0.19494912
cs.SE;0.23533916;0.60529;0.44315428;0.47510192;0.3093746;0.41404244;0.32092908;0.34671953;0.3904957;0.32890546;0.40079513;0.34294164;0.3299714;0.47155717;0.3953432;0.30062407;0.2655234;0.28278866;0.49183378;0.5050227;0.2805842;0.65953887;0.27999663;0.48138952;0.47360605;0.3236425;0.47913346;0.21959293;0.14775768;1.0000004;0.37963468
cs.SY;0.23812471;0.3625279;0.29229936;0.25137565;0.20237061;0.31571406;0.3313873;0.34453642;0.30094993;0.24423563;0.18905172;0.23880368;0.19240068;0.27819246;0.31525367;0.2989565;0.2644719;0.30676502;0.33457753;0.7625508;0.15272251;0.28373605;0.2479075;0.25108626;0.66976637;0.19530886;0.2585843;0.18345402;0.19494912;0.37963468;0.99999994
